"Taxon","combinations","pval"
"UniRef90_U2RSB5","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0295001371230527
"UniRef90_A0A0S2ZM78","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0427036248697112
"UniRef90_A0A2B7YNI3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.000503471198151287
"UniRef90_A0A2N6TM57","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0153184924208964
"UniRef90_E0DHI2","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.00237200077584661
"UniRef90_L1NU03","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0021054776848388
"UniRef90_L1NXW0","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0348453759862908
"UniRef90_L1P8R8","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0274444378961055
"UniRef90_R9RDW5","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0491461846358309
"UniRef90_U1S5K2","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0201346754886552
"UniRef90_U2IFD3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.0152592272884141
"UniRef90_UPI0007E347B6","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.00378907650681087
"UniRef90_W2CII2","dieguez_complete_uniref_Caries-BaselinevsHealthy-Baseline",0.00194199240360061
"UniRef90_A0A2B7YNI3","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0100301336020067
"UniRef90_A0A2C5ZYQ6","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.032312992084923
"UniRef90_A0A2C6C3I1","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0105840746545693
"UniRef90_A0A2N6TM57","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0141426417565086
"UniRef90_A5TWG4","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0241629195849898
"UniRef90_J6IUG2","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0427967778479542
"UniRef90_U1R9S4","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0292278217119935
"UniRef90_U2PKD9","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0346276321816081
"UniRef90_W2CII2","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0215624128502274
"UniRef90_X8HWZ7","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl",0.0489952514253879
"UniRef90_A0A241Q2B3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.0422130284730942
"UniRef90_A0A2B7YNI3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.0219876170103509
"UniRef90_A0A2B7YY17","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.00840742189660773
"UniRef90_A0A2C5ZYQ6","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.00414310863761476
"UniRef90_D3IKU4","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.0462105060588579
"UniRef90_F9EJN4","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.00940233081259198
"UniRef90_L1PTL1","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.0188781569181046
"UniRef90_L1PUB1","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.023883322681356
"UniRef90_U2IFD3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.00841812052250661
"UniRef90_U2PKD9","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl",0.0074596980570136
"UniRef90_J5VG22","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0103923836095864
"UniRef90_A0A2B7YY17","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.00515322306841383
"UniRef90_A0A2C5ZYQ6","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0338166854033606
"UniRef90_A0A2N6TM57","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0144638915632472
"UniRef90_A5TVF0","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0204423982978017
"UniRef90_A5TWG4","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0460126429272614
"UniRef90_C9MZK9","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.00876910829789502
"UniRef90_D3QZD1","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.00793665351853374
"UniRef90_J6IUG2","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.00083938174091693
"UniRef90_L1NU03","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0106196722115273
"UniRef90_U1SAA0","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0429168268425343
"UniRef90_U2IFD3","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0402575988086539
"UniRef90_U2PKD9","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0320659271262979
"UniRef90_W2VDD7","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.000871965276779628
"UniRef90_X8HWZ7","dieguez_complete_uniref_Caries-BaselinevsCaries-Fl-Ar",0.0350608762020309
"UniRef90_U2R544","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0435594153927002
"UniRef90_A0A134A313","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00886296552574432
"UniRef90_A0A241Q2B3","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00243271846117213
"UniRef90_A0A2C5ZYQ6","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0240699612778284
"UniRef90_A0A2N6TM57","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.000215786556884485
"UniRef90_D3IKU4","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00626865963073163
"UniRef90_F9EJN4","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0116457693357919
"UniRef90_G6C504","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0177773345099553
"UniRef90_J4X3C5","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00867585769684063
"UniRef90_L1NU03","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00888476871476509
"UniRef90_L1PTL1","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.00816828146758908
"UniRef90_L1PUB1","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0110706484367455
"UniRef90_U2PKD9","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0391667294774725
"UniRef90_UPI0007E347B6","dieguez_complete_uniref_Caries-BaselinevsHealthy-Fl-Ar",0.0245406946099398
"UniRef90_A0A2C6BMA4","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0158359938488867
"UniRef90_E8KF34","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.00392793326973217
"UniRef90_U2SWN1","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.04113957093425
"UniRef90_A0A0S2ZM78","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.00697578225629128
"UniRef90_A0A222PBB6","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0271175811347199
"UniRef90_A0A250FBH3","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.00963879199139746
"UniRef90_A0A2B7YS72","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0446595970108572
"UniRef90_A0A2C6C3I1","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.00272422938358428
"UniRef90_A0A2N6TLH8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0146167957436
"UniRef90_D3QZD1","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.03157586186553
"UniRef90_E0DE64","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0333381620223753
"UniRef90_L1NZV5","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0451154313641139
"UniRef90_L1P8R8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",4.82551388768224e-05
"UniRef90_L1PKY8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.00151082426022989
"UniRef90_L1PQP4","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0240725508772195
"UniRef90_S2ZQS1","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0205039192122658
"UniRef90_U2IFD3","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0139753836226791
"UniRef90_U2RAS2","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0188129308467022
"UniRef90_X8HWZ7","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl",0.0114990993423912
"UniRef90_A0A250FRI5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00538438297395523
"UniRef90_A0A2N6TFM9","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00389969850533782
"UniRef90_A5TTJ2","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00804546548466009
"UniRef90_F0IDH7","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0169198186374834
"UniRef90_L1NXR5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0323388152504996
"UniRef90_L1PPR7","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0431109819518818
"UniRef90_U1QIV9","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00221069846959509
"UniRef90_A0A241Q4L3","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.000838173345809976
"UniRef90_A0A2C5ZYQ6","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0375360347087887
"UniRef90_A0A2C6BV61","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0232551036267761
"UniRef90_A0A2C6C3I1","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00726475181567398
"UniRef90_A0A2G9FAK1","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00425328083082402
"UniRef90_A5TV72","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0110109395778836
"UniRef90_D3IMD8","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0155632581586261
"UniRef90_E7RY83","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.012107387115915
"UniRef90_L1NTI4","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0387010930978541
"UniRef90_L1P8R8","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0165575416085594
"UniRef90_L1PDL4","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0145823193824622
"UniRef90_Q7P652","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.00991578055510976
"UniRef90_U1QXW4","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0161552786168908
"UniRef90_U1R3T5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.000690732078650041
"UniRef90_U2AZB2","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0266589365051822
"UniRef90_U2BYZ5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0337388079105655
"UniRef90_U2LXT4","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0281336128739793
"UniRef90_UPI0007E347B6","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0203670933552876
"UniRef90_W2CGF0","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl",0.0150725422533162
"UniRef90_A0A2N6TFM9","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.0145140815175266
"UniRef90_A0A0S2ZM78","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.000107111624939665
"UniRef90_A0A1Q8WM28","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.0332068027739383
"UniRef90_A0A2N6TLH8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00495984296260938
"UniRef90_C9MZK9","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.000639035334707876
"UniRef90_E0DHI2","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.0253704774353168
"UniRef90_E6LLD9","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00986404536614898
"UniRef90_L1P8R8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00662098378976698
"UniRef90_L1PKY8","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00591563564861837
"UniRef90_S2ZQS1","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.0376283337660366
"UniRef90_U2IFD3","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.0380392447647376
"UniRef90_U2RAS2","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00757844901475361
"UniRef90_UPI0007E347B6","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00459843460544454
"UniRef90_X8HWZ7","dieguez_complete_uniref_Healthy-BaselinevsCaries-Fl-Ar",0.00366415430854602
"UniRef90_A0A096ASI9","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.037811954547959
"UniRef90_A0A2C6BMA4","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0127460967942992
"UniRef90_E8KF34","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.00178501987792078
"UniRef90_L1P8P6","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0148024109378076
"UniRef90_U1PUH2","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0394010094201983
"UniRef90_A0A134A313","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0430031252031766
"UniRef90_D7NFI9","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.047356008735422
"UniRef90_G6C504","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0414565349776685
"UniRef90_L1NZV5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0207203299087962
"UniRef90_L1P8R8","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.00536627407072912
"UniRef90_L1PKY8","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.00322895224425684
"UniRef90_L1PNE1","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0469366968453195
"UniRef90_L1PUB1","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0173894189650027
"UniRef90_S2ZQS1","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0381187402269008
"UniRef90_U1R3T5","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0253661105226444
"UniRef90_U2IFD3","dieguez_complete_uniref_Healthy-BaselinevsHealthy-Fl-Ar",0.0499959007871777
"UniRef90_A0A0M3UUY0","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0339180699202881
"UniRef90_C4GK28","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0321070005231506
"UniRef90_J5VG22","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0483924897820336
"UniRef90_L1P5L4","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0494232001124419
"UniRef90_U1QYG9","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0170097849959328
"UniRef90_A0A241Q4L3","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0498874140284397
"UniRef90_A5TV72","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0118351768569529
"UniRef90_A5TVF0","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0196451778679794
"UniRef90_E0DE64","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0379762139793524
"UniRef90_J6HXM3","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0365689257174373
"UniRef90_J6IUG2","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0493502426127898
"UniRef90_U1S322","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0279230261386807
"UniRef90_U2C3C7","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.0132359689412349
"UniRef90_X8HWZ7","dieguez_complete_uniref_Caries-FlvsHealthy-Fl",0.00339465519070038
"UniRef90_G9ZCM6","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0378868904022639
"UniRef90_A0A2C6C3I1","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0148162587582457
"UniRef90_A5TV72","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0199498106629133
"UniRef90_D3QZD1","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0037818108395521
"UniRef90_E6LLD9","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0383909182471324
"UniRef90_J6HZ39","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.0250110706985729
"UniRef90_W2VDD7","dieguez_complete_uniref_Caries-FlvsCaries-Fl-Ar",0.000370886177410204
"UniRef90_A0A2B7YS72","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0134802060472127
"UniRef90_A0A2C6C3I1","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.00492382947790904
"UniRef90_A5TV72","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.00371397496618763
"UniRef90_D3IKU4","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0454106834000557
"UniRef90_E0DE64","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0378741585047557
"UniRef90_F2UVA9","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0214208694064993
"UniRef90_J0XE44","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0476694715443529
"UniRef90_W2CTG9","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.00478186576633966
"UniRef90_W2VDD7","dieguez_complete_uniref_Caries-FlvsHealthy-Fl-Ar",0.0087465440567438
"UniRef90_J5VG22","dieguez_complete_uniref_Healthy-FlvsCaries-Fl-Ar",0.0115141132782952
"UniRef90_A0A0X8JSY8","dieguez_complete_uniref_Healthy-FlvsCaries-Fl-Ar",0.0153630436641899
